cell_id,Barcode,ChAT,fru,Gad1,SerT,sNPF,tbh,Ple,VGlut
1528,2110001000,113052,269,1641173,192,269302,22588,313,5263
1531,0000001000,334214,131,82,132,450977,7631,111,5634
1532,1111111000,246550,22678,6801,671,329666,1009,3858,1693
1534,1111111111,228877,7622,794,302,586079,5121,275,1609
1535,2212211101,1156,21,0,214,383360,305,0,276911
1536,1101111000,15096,696,0,228,278976,0,0,67373
1539,1111111010,113229,4328,0,290,226771,3652,0,12930
1540,2202211201,172849,19142,174,120,317749,21865,0,60499
1545,2212211101,78893,1009,0,216,660098,298,0,9844
1546,1111111110,13254,2243,834012,116,399182,521,0,590148
1547,1100011000,124203,128,0,103,219040,26540,0,6527
1551,2202211001,40145,57,37,59,199282,617,5,68
1553,2212211101,29973,1214,73,385,204534,163,0,12499
1556,2001202001,137039,184,160339,21712,1121455,2702,0,4306
1560,1111111100,679,13,71,0,70814,44,52250,454197
1561,1111111111,235297,3291,85,90,685097,529,0,4665
1566,1111111110,1588,6,914868,338,288783,7609,0,187619
1568,0000001000,125989,311,18,51,241387,93,1,14944
1570,1111111000,165,58,0,129,187203,169353,0,7679
1574,1110011001,198768,1899,0,54,276767,58506,0,179
1575,1101101000,81519,0,0,164,413103,3948,2419,20745
1576,1101111000,28112,401,0,170,248294,4283,0,0
1578,1121111111,53403,5468,5462784,747,459745,2346,451,16489
1593,0022211201,178291,594,0,156,250369,257,0,66
1595,1111111111,240743,6509,0,139,347954,5607,186,83129
1596,1111111101,146019,72221,283,181,551040,1137,0,10859
1600,0002001200,267194,21720,116,188,416744,671,0,778634
1601,2212211101,5082,0,0,145,427155,1063,169,108665
1605,1111111111,147,36,186712,269,262607,457,1,415389
1606,0100001000,92711,321,62105,217,498617,6981,0,1498
1608,2212211101,12870,898,22,136,203893,444,3645,147646
1613,1111211100,48389,2297,979524,23,218539,607,352,84358
1614,1111111100,260854,16856,1,359,446819,7025,0,322
1615,0000001000,32469,0,0,319,267935,48723,0,105112
1618,2212211101,69744,39,0,213,502498,734,0,12615
1627,1111111111,14948,37,70089,8223,344866,529,83,639034
1631,0000001000,277895,467,62,52,324813,7188,0,18286
1634,2212211101,74390,323,0,131,1083683,61,38,81449
1638,2212211101,25886,0,0,41,334080,114,0,153464
1641,2212211101,43813,123,0,304,379788,149,63310,2869
1642,1101111121,6588,460,0,47,238461,50,17034,83406
1645,1101111100,36785,1515,0,104,608384,5492,0,163
1648,2212211100,22142,313,0,114,288809,144,38249,66102
1650,1101111000,29963,39,0,39,348332,58,0,37
1653,1111111000,176062,2743,86,0,262116,4289,4485,0
1656,1111201000,42793,1064,2396641,215,763638,8867,937,4299
1661,2202211201,353266,7346,197,92,448723,3387,24,27138
1663,1110001000,5915,192,719094,149,462022,332,116,200074
1667,2001212001,83772,3144,242066,60,584593,14589,0,2251
1668,1110111000,23571,720,0,326,224170,29,0,159783
1669,1101111120,210804,861,17,268,432580,5144,83,7
1671,1111101010,23074,58,174865,76414,227799,538,0,296819
1678,1111111111,17513,2006,619,0,299329,24,0,456601
1680,1101111101,52876,36,0,35,297985,12392,0,3494
1690,2212211101,78927,5,0,412,1105930,2980,0,2710
1692,1111111111,80581,795,86,638,413978,244,211,77141
1693,2212211101,106414,56,0,7150,446992,2350,0,5138
1694,2212211100,62022,0,0,64,1113476,102,163,47
1697,0000001000,227161,683,928,11,377135,967,4,71856
1705,0000001000,89352,906,0,36,256967,5808,0,112
1708,0000001010,15695,15983,74,153,270916,462,75,744987
1714,1111111100,142330,256,2,0,214995,290,0,1848
1715,1101111101,4287,980,0,285,398523,443,256043,120861
1717,1101111001,77350,32037,0,106,372370,338,0,39
1719,1111111010,86,18,935,86,77644,69,0,186315
1725,2111001000,33723,5869,1291936,156,607269,5273,116,101905
1728,1111111110,78623,6472,248,363,277159,813,0,56
1731,1101111121,24425,7828,0,73,234498,48,0,14
1733,0000001000,120451,159,108,22,369636,6552,0,141
1737,1111111111,31684,396,3,2,62239,660,0,95693
1739,0101111100,35038,5178,97355,16,368442,50,0,19
1742,2212211101,34142,667,0,229,714460,428,192061,6818
1746,2202211201,23328,1188,32,0,128712,105,0,26
1754,1110111110,13875,63,0,712247,516134,1075,3998,193746
1758,2202211201,333569,9021,590,94,516025,2039,0,458498
1759,1111111100,159142,75063,161,216,428304,3358,0,142
1762,0120001000,114608,394,16444,192,616531,37082,114,33187
1769,1111111111,266453,82231,0,415,389259,518,0,213
1773,2112001000,42318,61,1903319,20,432365,662,235,90757
1780,0021211001,74398,1346,1341612,114,557468,7857,195,3198
1781,0100001000,63266,7132,235,155,1200676,36787,32,1980
1783,1112211201,181511,39,0,11,217409,3442,0,5
1786,1101001000,47588,509,1272,176,378428,19988,0,80
1787,1111111000,1660,0,465,62,195546,68,0,456233
1788,1111001000,88797,3958,0,446,393031,16959,97,3205
1789,2212211101,90292,187,0,353,561775,80,0,127
1790,1110101000,100003,845,0,389,395635,2204,4,103
1795,1110111111,76387,2428,30,3625,551324,891,0,1727495
1799,1101111121,71317,47,283201,174,276477,1243,0,80
1801,2202211102,59331,29,191,120,180312,496,0,546
1810,1110101000,0,8,32,0,90821,6407,0,284964
1811,1111111010,128178,61,368,50,391618,907,0,458
1814,1111111101,1476,170,1049171,25,222729,5553,0,180537
1816,1111111100,1074,0,17642,37,144918,4622,0,272619
1817,0100001000,49375,73,1145,53,239904,1139,55,32807
1822,0000001000,6351,870,0,288246,290408,29905,177929,14833
1824,1110001000,7351,655,0,33,71571,191,0,295756
1829,0100012201,14508,85,1046,99,207669,4234,0,142619
1830,2212211111,28981,468,90,843,1811912,764,57302,17387
1831,1101112101,65281,1075,0,62,616139,5003,53,8791
1835,2110212001,147987,125,0,271,596353,802,27,21638
1837,0000001000,361176,2484,3341,174,473641,270,0,66793
1839,2111212001,189907,5486,989,137,681240,178,0,10426
1843,1111111121,483,0,2164,7,250836,5015,0,515403
1848,0120001000,168016,7,151701,54,520981,17151,0,36108
1849,2212211101,81927,62,0,692,679033,8200,0,228789
1851,1110001000,14005,0,544747,52,204124,26915,37,32
1854,2212211101,34218,0,0,52,1159939,231,0,24469
1855,2111212001,115101,229,1381422,188,394752,726,47,380
1857,2100212201,199363,1243,3705,139,443124,10233,5,299087
1863,2212211100,220220,24,0,7139,493159,860,0,432
1864,2212211101,178683,298,151,2674,564903,3679,128,16750
1869,1111111100,23687,20,349952,46,265824,118,117,341994
1872,1111111111,25053,81,0,371,348567,3897,0,0
1884,0000001000,11830,9197,197,267,530597,12266,0,1278276
1889,1111111100,152551,49979,106,1233,380424,254,0,215
1896,2202211201,53122,6554,123,141,219632,8562,3773,93374
1898,1111001000,1318,0,2106,0,160491,119,0,279755
1903,0100001000,39545,0,348,28,223837,455,0,42885
1907,1111111111,252001,1054,0,1184,376669,2756,17,3075
1911,2202211201,170308,288,41,101,203582,184,0,306
1920,1122212221,29717,450,711,45,444519,442,88,694176
1924,2202211201,156723,18,20,19,322748,561,0,49
1925,2110212001,233948,2643,0,247,479002,39396,2703,100475
1926,2212211101,58053,7241,0,4158,666012,583,0,159
1930,1111111000,130813,73,52,15,269958,378,0,62
1935,2111111121,55506,0,0,68,438670,1943,0,61140
1938,1111211200,55781,99,1400459,68,714228,5880,5,976
1941,0000001000,287849,32,259,33,419228,11381,26,98739
1945,2202211201,154904,15,30,0,212340,1341,0,5704
1946,0000001000,60485,40,43,7778,432249,960,7617,936565
1951,1111111000,121556,10223,156,1003,414946,98,0,56
1952,2212211101,235832,671,0,16144,443016,775,0,33901
1955,0000001000,13675,370,0,52268,487762,1244,0,568439
1960,2210211000,67693,83,5,4558,279463,2592,0,4283
1963,1111111111,24348,85,246036,78,247443,5609,0,381905
1965,2202211201,203683,11904,0,1329,727642,608,0,9803
1966,2212211101,142635,295,0,15335,399925,1465,0,834
1971,2202211201,314084,108,469,106,477890,48654,37,6495
1973,2110213001,246339,13137,152,10,504811,13163,0,48
1983,1111101000,8788,47,1883483,121,1457362,5517,0,171409
1985,2212211101,169411,15,51,267371,460186,7306,0,164557
1988,0000001000,23292,0,0,0,99402,4,0,347619
1989,0000001000,6069,21,0,97,208896,377,0,186448
1995,1111111110,4980,554,2112711,40,1581913,2152,978,219242
1996,2202211201,100582,9,189,50,321563,11363,0,9533
1997,1111111111,113113,4131,6930,3760,214766,3535,3244,2599
2001,1110101010,47026,45,0,0,91524,4398,0,1744
2002,2202211201,65826,7,25,98,325782,6462,1657,33866
2004,1111211000,23884,13399,1257195,15,263194,6866,0,33841
2005,1111111111,173911,1042,225,158,362643,2708,0,149821
2015,2110212001,75810,9386,697,332,448696,5999,0,332
2017,1111101000,35593,3436,1703295,0,438445,596,0,345724
2020,1111111111,43978,5515,526,50,214677,21594,201,27359
2023,2212211101,177999,218903,47,18477,576429,1553,0,78095
2025,2202211201,96000,41,43679,0,224579,5931,0,166
2030,1111111000,200380,255,0,61,275928,292,148,1556
2032,2110212001,69575,27,298,104,350982,297,0,4611
2033,2110212001,162565,23768,242,93,535348,1576,0,634
2045,0000001000,84982,673,29,1548,465350,13805,0,554796
2046,2110211100,300974,1076,3524,518,553039,6347,0,1226
2049,2212211101,257679,11222,122,75936,440477,7968,13,14420
2055,1111001000,637,276,357842,259,164950,427,75,455765
2063,2110212001,24998,2652,3875,613,331289,660,0,974
2066,2212211201,134587,5112,23,59,674172,374,0,238063
2067,2110212001,96492,5656,0,36,528398,1460,0,4271
2069,0000001000,10859,101,0,1393565,258183,3206,0,298142
2079,2212211101,158183,7769,77,60981,366174,329,282,18984
2080,2110212001,235702,244,13891,302,262955,230,61,68608
2082,2110212001,56264,508,120,92,649965,5063,0,120
2089,2212211121,259092,62,177,81361,521303,8789,0,64378
2097,2111111100,10468,808,989958,18,257582,63,0,139692
2106,2110111111,155142,11291,19885,192,295641,133,0,12055
2112,2121311131,38981,3078,1242828,82,525555,5269,1123,12725
2118,1111111000,67366,5402,51,101,476606,181,0,161
2119,1111111101,141864,12693,0,6476,419747,10130,0,55330
2120,1111111111,642,52,0,71,117609,5192,0,339561
2121,1011101000,111694,420,202,1111,309735,5569,0,166
2129,2202211201,105454,0,83348,0,171437,572,10,170
2137,2202211101,39311,74,0,152,299771,15079,0,146
2138,2110212001,306083,193,1822,199,641688,63073,0,4903
2140,1122212201,78431,1910,309,81,281728,5452,13,200026
2146,2110212001,258418,16499,54,64,377987,212,0,169
2147,1111111100,9875,0,212272,180,202073,580,0,196234
2150,2212011101,38165,0,108722,89,183414,584,0,75
2153,2111011100,405,2831,401352,0,296206,852,0,379689
2158,0000001000,20205,1034,0,208,274114,3330,0,574926
2160,1111111101,134898,317,204,0,167536,3991,4,2767
2162,2110111111,17307,2542,35225,46,429093,8034,0,91
2164,1111111111,117780,22,84223,84,155174,737,0,107
2165,1111111000,235703,5143,233,33,245439,240,0,119
2166,2110211001,137385,28,186,87,369449,162,0,294
2167,0000001000,38857,4192,6,74,618627,870,0,1087976
2174,0000001000,7390,56,3,459789,1063232,58654,9,928998
2175,2110111021,3279,6077,1372,5279344,365098,35451,119,72513
2178,2111111111,42349,1255,1085702,304,172863,6552,0,601
2179,1111111111,13794,76,0,165,270761,2962,0,50
2180,2110212001,76285,115,0,0,218385,77,0,314
2183,1111111111,71806,198,0,751,331871,176,0,7
2184,0111111000,2364,1586,115,5,110813,7825,3379,305973
2187,2212211101,49537,46,131188,37300,198033,381,0,17652
2188,2202211201,96639,99,409,5194,348704,32118,339,298539
2190,2110111021,13023,36,91,3446736,370751,26169,18,128005
2195,2110212001,73593,84,74,16459,333240,589,0,30235
2197,2110111110,14043,3909,552857,5,451404,23213,0,25285
2204,2212211101,78132,1533,2,122,230287,976,0,80
2206,2202211201,15364,94,131540,98,69305,145,0,91
2210,2212201001,175087,168,330182,79140,417224,1488,0,131
2215,1212211221,70600,3538,150416,16,190407,14,0,409
2219,1110101111,0,151,190102,0,179250,2905,0,579014
2221,2110211000,85829,5381,37916,130,246177,25,0,168
2228,2202001001,59106,1699,22201,3248,257550,2187,1687,5983
2229,2202211201,112474,6637,19,116,222306,4030,2,28501
2230,1011101000,9253,10,0,1061973,243467,237,0,166312
2231,1111101000,0,0,0,0,95155,0,0,1065
2234,1111111000,533,10,250715,17,176756,71,101,340617
2235,1111111111,226613,16205,0,994,338488,57,0,109
2236,2110211001,188522,15,0,152,435016,42032,0,46
2238,0101011101,11414,66,542798,4,113004,3278,0,31043
2239,1111111000,1116,1886,0,3290811,434135,260,226,532441
2245,3013111133,16147,2990,617619,3202,152655,6013,2331,27698
2247,2110111111,21279,4981,239,148,231622,419,0,207268
2249,1111111000,290176,22,80,40,407436,6910,0,59
2251,1111111111,65446,3,0,106,240673,6,0,22
2254,2110212001,298657,340,328452,41327,497442,5490,98,486
2255,2110212001,161874,3762,6230,67,430509,23201,0,13633
2260,2110111021,326,713,74,2163306,226696,584,0,73109
2262,0000001000,49904,413,0,531,424894,1453,0,603232
2263,2110111111,162958,43,2582,97,346871,7745,385,2568
2264,2202211201,76269,641,0,5763,267370,5134,0,168769
2265,1111111000,55487,3952,0,35513,273125,4845,0,607
2268,1111111111,81210,1403,0,336,422523,223,0,21
2269,2110212001,160044,1335,2377509,58979,678145,3087,0,577
2271,2212211101,50576,190,0,46,413504,14348,0,1407
2278,2202211200,57995,159,3347,9,130958,6486,0,391
2279,2110212001,181018,99,364,19488,296186,185,0,200
2284,2110212011,45108,681,0,45,417666,6796,0,19
2292,2110111111,73720,20,82,28,258969,2946,0,6596
2296,0000001000,18113,2496,89,644,543589,1089,9,969026
2303,2202211201,112300,226,110,124,412449,9020,34,255579
2306,1111111000,33131,1086,32,128289,235493,3842,0,14847
2314,2100001000,101532,0,1688,0,1426394,10463,134,52
2317,2100001000,129057,19,7361,255,329129,500,0,5808
2318,0000001000,45204,1346,0,108,323286,1306,0,683750
2323,2110111000,146034,7011,33,101,540946,24441,0,192
2327,2212211101,115386,17891,0,0,743184,21217,0,361
2332,1111111111,74603,24,0,320,285540,8,0,38
2333,2102211101,252479,168,0,133507,418954,900,0,782
2334,1111111111,207210,164,0,81,409819,2,0,46411
2336,1111111000,92352,64,20,86,405737,263,0,109
2341,2002211201,26257,149,169,205,72582,228,0,2023
2343,2110212001,277163,94,800,7397,646397,504,0,206
2352,2111111121,1524,4394,815775,138,281681,105,35,41
2354,2212211021,206189,28205,3273,152,1067466,1278,1328,1564441
2359,2212211101,164641,189697,4,583,836861,974,0,353
2361,0122211101,524,54,6280,90,364333,136,0,301118
2365,1111111111,115948,61,7,105,359645,308,0,88
2366,1111111100,155423,1465,0,479,598036,536,47,124
2367,0000001000,30922,3899,16,5251,495336,527,6,644708
2368,2212211101,62862,22,0,256,613765,534,4705,169222
2370,2202211201,66,13443,39,319413,883076,1082,104,326240
2372,0111111111,106344,30,0,635,408423,295,0,18149
2373,2212211101,187936,471,25,4228,475271,1845,0,136488
2374,2110111000,58518,0,6,19,335517,930,0,29
2375,2110101000,80350,55,150,102,290893,298,0,133
2377,0000001000,209739,5,79,1,263906,116,0,16
2382,2212211101,262603,1155,33,25027,494759,5462,9,111416
2388,2110101000,147454,1,0,3,509518,12169,0,12625
2395,2222211021,109,1631,1093001,691,359166,1923,0,51738
2396,2001001000,327458,4480,167,96,178819,70,295,23955
2398,0000001000,49218,322,612,102,596420,1048,0,561590
2402,2222211021,20440,2521,297572,115,457614,903,8,322926
2405,2202211101,63659,2518,118,281,454923,197,0,193719
2412,2110111111,159908,4,434,105,1064270,193904,9862,64575
2414,0000001000,693995,20032,212,673,760369,8084,23,94128
2419,0000001000,521921,19879,485,230,534585,11103,0,910
2422,2212211101,118876,9,0,235,373523,1641,0,25523
2425,2111212211,650662,1680,15,1794,823007,126553,0,2639
2426,2110111111,15318,3253,0,0,199619,6941,0,2
2427,2000001000,78526,0,24,44,276085,88,0,72
2428,0000001000,30474,33,43,17,1701290,8,17,48
2430,2110111100,95763,87,27483,140,420183,1521,0,7336
2431,2111111111,18990,43,119474,48,312384,1889,499,395722
2433,2111111111,18874,493,0,19,880441,6905,0,0
2434,1111001000,45045,17,5,69,523159,136,0,6271
2438,1111001000,52686,12785,11519,787,388989,348,0,326838
2444,1111201000,174779,376,84251,51554,500765,2417,0,60754
2445,1111011111,129496,1170,0,99,417692,36628,0,29
2446,2222211021,1688,7,980650,420,306844,7736,590,146164
2447,2102211000,20470,2000,0,2136,357138,4397,0,374076
2448,0000001000,3453,151,25,125,732846,5177,88,446124
2450,0010001000,253809,76,168,537,498649,89,0,155
2451,2222211021,50823,87,231502,12,451623,2751,34,857397
2452,2110111000,246345,111,3972,165,759864,2948,123,18987
2454,1110001000,114301,14056,0,210,360116,164,0,302
2455,2212211111,184130,5502,10,410,597726,1935,81,383
2460,1111001000,123313,6574,56,265,491530,375,0,73
2461,2212211101,109017,121,85,115,354576,2303,0,41583
2462,1111201000,138318,1308,71782,783,325044,1437,0,41908
2464,2212211131,108044,171,200,14317,332331,1677,171,638
2467,2110111111,59019,0,0,28,163275,221,0,37
2470,2111111101,94180,126,32149,73,2313392,864,111,3564
2471,2110111100,15602,312,40,1566,487518,1580,0,398
2474,2000001000,238982,318,114,18,157876,55,0,119
2482,2110111111,17273,20572,82,272,691359,579365,410037,646246
2483,2110111111,36505,2,0,65,119424,47,0,0
2485,2222211021,3520,174,29482,5,149555,131,0,259684
2487,1111101000,120610,5,279,363,717025,221,0,569
2489,1111111000,71619,271,0,105,551742,1363,10614,234358
2495,2222211021,50134,105,62,17,176864,132,0,251757
2496,1110001000,1005,23651,132,1174,1733227,1411,351,573890
2498,0000001000,443640,1233,49,205,411735,3422,724,453
2500,2222211021,19991,13,110776,40,316138,3815,0,392896
2502,2212211101,114893,1390,232,1810,716790,25224,51,2182
2505,1111101000,45107,33,51,155,228844,22,0,76
2510,0000001000,29659,18,639,168,406784,208,81,84
2512,1110001000,247316,3081,23,497,368350,767,0,67720
2517,0000001000,52315,0,99,144,83721,2742,22,246
2521,2222211021,11361,15467,211745,124,317484,228,0,697622
2522,0000001000,379084,3033,0,43,311352,86532,0,135228
2524,1111201000,56536,1181,0,94,967974,666,0,69
2527,1111001000,283526,4660,0,359,877291,618,0,44021
2528,2110111111,123297,130,20,200,520807,264,0,169
2529,2222211021,1184,5251,894811,30,281959,4066,0,21338
2530,2222211021,11275,4301,200791,72,326378,110,7164,494081
2531,2110111111,483921,4282,340,807,647687,31545,107,197661
2532,2110111111,139510,1714,506,561,656965,14288,14739,104165
2533,1111101000,135623,128,140,557,3304379,547,220,2768
2536,2212211100,21674,43,46,647,395137,66,0,188473
2537,1112211000,95040,6748,0,736,432473,214,0,3788
2538,1110111000,37847,42,258,237,170903,374,0,43
2542,2222211021,33875,0,35850,105,305446,404,0,558295
2543,2222211021,40074,257,34147,0,302287,7432,0,325447
2544,1111001000,217590,329,219,598,463884,389,36,376
2545,1111111111,79680,7236,2475,478,1013436,2093,1062,442187
2546,2110111111,158736,469,2850,742,619103,984,747982,681
2551,2110011000,354033,1672,267005,556,416601,4414,0,237
2552,1111111100,14793,95473,1241843,377,534773,206483,0,11855
2554,2111111111,122230,4,98305,477,541808,14891,0,759
2558,1111001011,24247,1646,0,143,303670,3625,0,288370
2560,2222211021,50,789,699669,20,299753,1929,0,235758
2561,2222211021,22079,61,647906,11,275545,2521,0,43617
2564,1110001000,293711,855,516,416,823367,444,62,25095
2565,2222211021,55885,2954,876,158,277490,7788,18131,384429
2570,2222211021,89061,418,39,158,318060,4366,0,688319
2571,2110101110,212035,2690,114,350,474865,500,825223,3850
2572,1111111000,15913,9936,0,134431,217321,4751,0,25858
2575,0222011221,11292,28442,8952,24,588962,56238,0,1170530
2577,1111101000,19152,16,0,99,248386,154,0,3270
2580,1111001000,210726,59,501,622,462195,273,151,236
2583,2222211021,47839,1027,81327,76,229599,8,0,208199
2585,1111111111,17496,3160,0,14,906086,21,0,126821
2586,1110111101,150824,31,74,70946,530217,120,0,91232
2588,2110001000,241271,1032,632488,7732,357569,975,0,80
2590,2222211021,125389,1559,1373,140,349194,141,207,239791
2591,2222211021,46124,0,283148,0,292350,541,0,246071
2595,1110001000,205708,25,22,405,481496,294,0,623
2597,1111101000,43193,40,0,206,1455915,439,0,12386
2598,1111201000,55061,7136,1015784,544,1121556,736,0,2947
2599,1111121202,42011,811,1717089,845,563975,3140,0,8615
2601,2022211021,74261,0,257746,0,227246,4836,0,163555
2608,2110111111,180094,83,5360,203,266935,243078,0,173
2609,1111111111,71026,0,0,100,345321,69,0,226
2610,2110311100,90112,1512,159639,614,197054,470,553,130856
2611,2110111111,321,109,241105,338,274672,107,29037,41505
2615,2222211021,1231,240,14965,21,218405,1930,0,373950
2617,1111001000,109977,30,0,110,371029,102,0,338
2620,2222211021,33224,268,528303,168,253105,92,0,79296
2623,2222211021,28388,3948,186231,80,181984,2656,3,379912
2624,0111101100,39580,86,327104,13975,1952044,3229,165253,1209
2625,2222201000,68966,781,0,40,451400,123,0,786431
2628,2222211021,48049,116,75356,124,216529,8394,3197,453876
2630,2222211021,42951,3,617614,44,214102,149,0,168080
2631,1111111222,60857,987,0,877,416015,367,0,576040
2632,1111111000,2060,48,178176,6734,310095,809,0,105108
2633,2222211021,57195,82,411383,192,285170,5815,11,173731
2634,2110111110,84406,6445,1942071,594,631200,909,0,333
2635,1111101000,101058,1749,0,516,629549,567,0,198
2636,2111111111,379858,927,361696,4765,620909,3233,185,894398
2641,2110111111,127744,90,139278,1230,217720,252,0,2419
2645,2110101111,614322,1,58282,714,224416,89725,22,198
2646,2222211021,2236,68,2746915,195,380001,6400,49,199426
2651,1111001000,3926,175,1227,2238,424610,923,256616,464034
2659,2222211021,0,7270,1272528,139,273732,331,144,65264
2660,2222211021,32728,0,235542,39,466863,185,0,752033
2662,1111111010,6715,44580,3700,1128,454817,7597,5103989,2143
2664,2222211021,322552,10203,116252,83,514652,4319,0,153365
2666,1000001000,147924,3803,1883464,21703,611257,2008,0,52475
2668,1111111111,97596,13988,0,219,327391,2822,0,55625
2671,1111111111,165499,205424,0,17,427161,18705,0,10989
2673,2110111111,345790,1404,51,849,509495,7115,0,5312
2674,2222211021,158,215,1076477,254,363573,5705,0,174031
2676,2222211021,563,387,935380,313,189845,617,0,7030
2677,1111111000,21257,115,25870,504,168323,542,0,422
2682,2222211021,285,6568,1546303,1,351128,99,0,14688
2683,1111011100,219,234,2617,2785008,372664,1983,356343,41524
2685,2000001000,683942,104829,383495,4541,1051653,18870,95,7745
2687,1111011000,20639,69884,0,436,265539,17714,0,4041
2690,1111111000,211561,220,759805,2109,473630,12288,0,33364
2692,1111111101,104762,83,35,253,311790,1137,0,141
2695,1111111111,23006,11678,3479,16414,749503,2964,18242,237095
2697,1111111111,25833,1732,0,244,472986,742,0,612491
2698,2222211021,142,208,1699310,132,267641,706,13,5621
2700,2222011001,64562,10722,0,112,616785,467,0,135279
2703,2222211021,6297,311,1898702,14,354428,90,343,16823
2705,2220211021,37133,0,71670,25,243167,191,0,333498
2706,2222211021,845,1825,609456,349,185884,11465,0,31820
2708,2222211021,0,0,647828,0,159403,298,0,200782
2709,1111111111,172046,1245,17,219,510467,6970,0,196
2711,1111111101,1037,2452,32330,634465,720338,895,228242,480089
2716,1111111111,250538,198,0,72,331408,485,0,5
2720,1101111111,133731,18659,42,339,469725,8262,0,23555
2724,2222211021,10323,9,33702,15,128278,25,0,206914
2725,2222211021,55770,61,1582612,86,364357,12749,31,524335
2727,1111111111,220693,2344,1672388,264548,655930,1350,9,202969
2729,1111011000,15202,9554,1511549,2079,419673,2369,0,704411
2730,1111111111,7857,229,509,953694,536182,893,8270,177911
2731,2222011001,79790,95117,0,138,590991,318,0,2217
2733,2222211021,38011,5527,32312,55,231517,8812,0,203022
2735,1111111111,7475,220,13726,1706149,320164,740,0,996
2737,1111101000,189865,129,0,209,453102,7675,0,374
2739,2222011001,90645,62932,0,92,606244,55,0,781
2742,1111111011,222660,1185,153,731,498779,5152,0,740
2744,1111111100,10877,1909,0,1343446,346390,356,0,50299
2756,1121011201,203875,265,21,423895,275529,1197,0,4111
2758,2000001021,45249,21448,534,698,516094,634,0,39592
2763,1000001000,54138,136,1948295,43,410471,1453,0,37467
2765,1121011201,87972,891,0,20597,134999,14500,0,128
2771,1111111000,167652,305,136,668,260016,456,0,406
2775,2000001000,59508,130,39940,56,222404,401,0,37966
2777,1111111101,170898,128,0,524,412987,352,0,118
2781,1121011201,65098,73,0,129,361279,66,1883,62692
2782,1111111100,100649,0,17752,130,108257,43,0,298
2784,2222211021,22559,0,2719,4,228078,90,0,100601
2786,1121111201,454402,6641,99,600,772196,827,0,98686
2787,1111111000,298757,3652,38,347,495965,1905,0,287
2793,1121011201,85054,2656,0,983,1388563,504,102,717
2795,0220113201,35,137,3002470,13,234178,110,33366,4
2797,1111111111,346487,37959,12,1303,1081430,13244,0,140
2798,2222211021,7539,5392,926416,76,267357,312,0,374390
2799,1110111100,18080,299,261,406,388831,513,167,29985
2800,1121011201,151136,10619,1072,301,482908,1274,230,218
2801,0120012001,8160,149,382,279,106535,471,4,248848
2803,1121011201,138247,11230,3,177,364664,4252,0,40600
2804,1110001000,17072,63,0,424,362245,5616,0,80266
2805,2222211021,206425,5074,1236880,97,379582,53,0,17769
2806,0120012001,18132,234,0,814,127993,465,0,223589
2807,2222211021,4222,2672,1269169,168,384051,211,0,188588
2808,0122111201,237216,890,131,473,366376,6614,0,153
2811,2222211021,2737,46,284327,106,167602,186,14866,387558
2814,2112101101,99234,131,0,74,752271,54,0,107
2816,2222211021,0,2063,1805061,120,290129,539,7,106071
2819,1111111100,92829,713,21,76,157414,443,0,0
2820,1011111100,156499,19888,5,201,118330,190,0,2448
2821,1111111000,21357,2768,1918,127,201798,40935,0,363851
2823,2120111201,159919,151,151500,123,125747,269,0,8818
2824,1101011000,140660,135,27,256,163177,222,0,308
2827,1111111000,23851,443,58,159,180405,54,3,497560
2836,1111111111,172001,4014,0,362,180426,5252,0,218
2837,1111111111,155707,81,0,368,352304,1807,0,53
2838,1111111000,100284,2225,151,289,549324,994,195,604824
2841,2222211021,0,6133,80064,111,258133,221,0,688711
2849,1100111120,78812,6908,0,94,204082,23059,0,270468
2850,1111111100,11813,6535,0,179,643367,4226,8,613569
2852,1111111000,27263,59,0,152,285108,19825,0,289053
2855,1111111100,25742,11,0,60,419433,7024,0,394962
2858,1111011100,7834,161,0,413,512630,8818,85,258961
2860,1121011201,132398,54,178,313,190121,327,0,49386
2863,1111111030,86779,0,0,13,131685,50713,0,113091
2864,1010111021,123089,127,772,22,165086,9567,46,128
2869,1111111110,13,2757,8,128,150723,654,0,458352
2870,1111111000,23799,9,0,6,81201,0,0,93710
2873,1111111100,59,5172,0,143,182862,469,0,495745
2874,1111111100,25372,2957,147,88,173482,2338,103,183543
2875,1111111110,1174,112,135,72,115628,58183,116,177360
2876,1111111110,6722,3,577,13,93768,683,0,221877
2878,1111111100,32,0,0,76,40807,5,0,106129
2879,1001001000,244,5,0,0,8613,5365,0,50709
2880,1111111100,28104,14595,367,3070,265907,5604,28,366282
