,cell_id,Barcode,ChAT,fru,Gad1,SerT,sNPF,tbh,Ple,VGlut,x,y,umap_1,umap_2,clust_label,clone_id
112,356,122011221,51408,9199,0,305,376191,1329,0,953,577.38,1537.6,0.67184764,6.10521,1,20
113,361,122212201,10607,14788,1952155,385,324928,771,1691,671,581.66,1059.8,-8.95994,-3.9797870000000004,3,16
114,366,122011221,99310,17297,147,88,909292,982,37,10739,586.71,1394.4,2.7913334,-0.5393289000000001,1,20
115,367,122011221,14660,134,12,159,615246,465,13942,2218,589.1,1471.7,0.07044837,7.4080639999999995,2,20
116,368,122011221,42775,713,0,7,683568,506,49,331,588.24,1512.3,1.2386556,7.029513000000001,1,20
117,370,122011221,16208,275,0,46,365545,419,5223,45,589.83,1489.5,-1.3776503,6.965565700000001,2,20
118,379,122212201,6369,1827,1937442,401,339838,614,991,94,599.58,1039.2,-9.006416999999999,-3.9462023,3,16
119,380,122011221,30988,1250,0,303,840479,1152,79,58867,604.1,1441.1,1.8353946,7.6614356,2,20
120,382,122011221,29079,3742,74,64,795887,1957,0,55314,603.08,1375.6,1.8562973999999999,7.651279,1,20
122,387,122011221,58296,20615,0,1,424769,249,0,1299,598.82,1537.3,1.4063996,6.7663727,1,20
124,390,122011221,27031,242,0,188,568946,480,12301,34707,610.71,1464.2,-0.035664055,7.4433913,2,20
125,391,122011221,6357,244,0,76,380035,676,1502,86,607.22,1498.6,-1.3905119,7.040414299999999,2,20
127,399,122011221,7186,81,8,205,297832,190,59837,513,614.28,1482.2,-1.8491284,6.3921209999999995,2,20
128,400,122011221,5132,949,0,1817,410644,295,0,112,611.64,1514.8,-1.225048,7.244415299999999,1,20
129,401,122011221,56905,11849,0,0,490430,257,35,10341,616.88,1549.6,1.140058,6.5807839999999995,1,20
130,402,122011221,63737,149,0,745,904864,705,0,27440,620.78,1394.5,2.1584522999999995,7.420278,1,20
131,403,122011221,23951,8146,45,1107,608491,2098,268,189763,620.15,1575.9,-2.6619031000000004,2.0335453,2,20
133,407,122212201,7112,4913,2293234,144,437791,2092,840,3220,620.5,1077.1,-8.920437,-4.293311599999999,3,16
134,409,122011221,19197,1382,0,3077,394929,17,0,838,618.89,1530.5,-1.2247652,7.062158999999999,1,20
136,412,122011221,28820,2547,82,190,695644,968,0,50610,626.69,1362.7,1.1688693,7.476509599999999,1,20
137,414,122011221,13164,138,59,251,563768,719,149,27168,623.65,1419.9,-0.10221898,7.500082000000001,2,20
139,423,122011221,21780,3333,0,79,637291,236,2422,459,626.43,1496.9,0.93457085,7.2025614000000004,2,20
140,426,122011221,68696,16864,152,448,1451534,669,65,38981,642.82,1451.3,4.515692,-1.7352830000000001,1,20
142,431,122011221,7236,2709,0,0,310765,45,14158,1178,633.56,1474.2,-1.5993106000000001,6.871275999999999,2,20
143,432,122011221,55235,860,0,261,569767,875,0,288,635.78,1517.8,0.96440995,6.405371700000001,1,20
144,434,2010011221,204917,4,78,78,141317,121,0,357,641.93,87.711,4.999404,3.7573004,1,2
147,439,122011221,58461,1057,11,1,725749,288,0,5929,643.33,1379.7,1.6238221000000002,6.841192200000001,1,20
148,442,122011221,53017,5482,36,87,1090817,986,526,11725,646.71,1411.4,2.7990894,-0.55757046,1,20
149,444,122212201,8015,4395,2984748,275,576945,2711,3613,4694,650.82,1074.3,-8.90986,-4.711516400000001,3,16
150,446,122011221,74956,45223,106,402,546341,360,3,26343,650.96,1544.1,2.8040056,-0.7154944999999999,1,20
151,447,122212201,4489,4656,2161777,419,372827,611,755,485,652.45,1035.7,-8.981428,-4.244978,3,16
152,449,122011221,33255,601,0,144,788620,526,21,316,649.45,1492.6,1.6646405,7.4369320000000005,1,20
153,451,122212201,11256,1042,2551731,2162,527670,8154,2033,606,657.43,1002.9,-8.889137,-4.5800222999999995,3,16
154,453,122011221,17700,559,112,51,470955,192,0,32959,654.75,1355.7,-0.7024060999999999,7.322147,1,20
155,456,122011221,8351,4562,2411,85,191820,162,541,181626,652.0,1151.1,-4.1969786,2.9066296,4,20
156,460,122011221,32478,4730,0,3,256268,261,0,173,654.91,1513.4,-1.3767742,6.566348,1,20
157,463,122011221,9511,9869,0,184,511741,438,491,68464,660.53,1618.1,0.1659539,7.498421700000001,2,20
159,467,122011221,37704,1951,363,60,795711,725,0,4133,665.08,1387.7,1.8023465,7.4470644,1,20
160,469,122011221,63509,32972,380,148,672399,1178,351,1169,669.08,1529.2,2.840132,-0.69261307,1,20
162,478,122011221,70953,5472,57,932,737996,466,448391,68923,677.36,1337.9,-0.054493893,6.5871509999999995,2,20
163,479,122011221,59859,1598,96,52,426474,229,2343,448,673.35,1503.0,0.24998243,5.7053723,2,20
165,481,122212201,3894,1409,821648,70,227979,145,151,15616,671.08,1088.9,-8.251839,-2.3190346,4,16
166,487,122011221,60616,15977,355,465,689891,273,6276,53432,679.06,1364.3,2.0428123,7.528677,2,20
167,488,122011221,41686,432,0,26,743832,401,0,33790,678.57,1423.9,1.3361703999999999,7.4070477,1,20
168,489,122212201,8268,235,2053099,103,323007,521,288,110,675.99,978.19,-8.970458,-4.065384,3,16
169,490,122011221,11965,802,0,0,227575,16,0,26,671.91,1405.8,-2.6188588,5.7180095,1,20
170,493,122212201,7679,8389,3778045,390,886363,967,678,568,681.76,1030.2,-8.933641999999999,-4.7391190000000005,3,16
171,495,122011221,74950,72322,188,624,1184768,960,38096,78538,684.91,1299.8,5.3667316,-2.2248080000000003,1,20
172,496,122011221,48343,102,0,136,911835,676,0,36639,680.73,1454.5,2.0222244,7.5638704,1,20
173,498,122212201,5028,179,1977592,255,414634,3896,1658,10678,682.93,1079.4,-9.005749,-4.0568314,3,16
174,500,122212201,5270,264,2742030,319,530116,1490,1175,338,686.46,997.12,-8.91126,-4.687412,3,16
175,502,122011221,37180,8620,0,187,474388,564,0,988,688.04,1570.7,0.83191884,6.676017999999999,1,20
176,505,122011221,16671,53481,0,8,892351,721,1579,24870,687.01,1618.7,3.8075805,-1.6431394,1,20
177,506,122212201,4767,654,1478601,169,314765,8388,200,866,692.39,1058.9,-8.705741,-3.5416962999999995,3,16
178,507,122011221,84585,55008,22,172,1040405,2260,45,17591,691.38,1593.6,4.8391547,-1.6412191000000003,1,20
179,508,122011221,33330,56172,36,154,696451,98,1037,1214,692.77,1378.5,3.4793506,-1.3786024,1,20
181,511,122011221,5615,393,186,40,427605,213,1178,3433,693.43,1403.8,-1.161218,7.256364,2,20
182,512,122011221,46067,4550,124,3411,713609,1413,96,235,695.24,1484.2,1.6076723,7.109299000000001,1,20
183,513,122011221,78457,633,0,149575,330004,337,54565,7974,694.42,1514.6,-0.9780322,5.540063,2,20
184,514,122212201,27661,238,3433516,704,712135,597,1860,2411,701.94,966.99,-8.929817,-4.713924,3,16
185,516,122011221,38092,37888,120,13122,608484,637,224,1438,700.78,1536.3,2.8301845,-0.7613428000000001,1,20
188,519,122212201,45040,14,651828,187,223864,599,197,41699,701.64,1073.7,-8.031667,-1.7647537,0,16
189,520,122011221,54048,37585,2,292,734604,298,32,583,705.72,1557.6,3.0246685,-0.9271695,1,20
191,526,2120212020,25655,2897,3666,947,787263,1599,3573117,5684,712.88,1338.0,-0.23076251,6.4318767,2,15
192,527,122011221,19074,2773,26,87,889598,470,1952,505,712.94,1450.9,1.9482487000000002,7.665112,2,20
193,529,122212201,24813,1203,3007533,286,712722,1419,492,2241,714.86,1035.1,-8.932727,-4.698055,3,16
194,530,122011221,15236,69281,0,188,1374672,167,101,33822,709.28,1614.5,5.57669,-2.3553646,1,20
196,532,122212201,1342,13,1008153,27,189785,281,272,265,706.84,1012.3,-8.249108999999999,-2.4553857000000003,4,16
197,534,122011221,9518,2821,0,112,510092,203,7252,66,708.99,1388.9,-0.27321148,7.4314117,2,20
198,536,122011221,47720,77121,0,83,813316,1139,71,815,711.29,1581.3,4.8657484,-1.8770299,1,20
200,539,2120212020,10270,331,1131,590,581121,750,2698599,21555,722.02,1292.0,-0.17900561,6.4804835,2,15
201,540,122011221,80179,7359,0,129281,618148,941,89801,2623,719.25,1491.6,1.2886790000000001,6.7650394,2,20
202,542,122212201,27210,301,2124001,964,523395,1174,716,836,722.09,1000.3,-8.974477,-4.1964315999999995,3,16
203,544,122011221,36787,21209,0,171,509783,467,7679,28785,721.25,1366.8,1.3692879999999998,7.409995599999999,2,20
204,545,122011221,31465,2138,0,248506,422750,1764,129649,9570,722.07,1519.4,-1.1207573,5.810662000000001,2,20
205,546,122011221,6188,65758,0,17,720977,508,168,9198,723.69,1653.5,3.6782522000000006,-1.5559227,1,20
209,555,122011221,25052,194,137,92,724645,646,53431,62,727.56,1393.4,0.94381386,7.2185297,2,20
210,557,122212201,76147,176,1653975,259,444757,701,281,5758,732.36,957.7,-8.661642,-3.5025218000000002,3,16
211,558,122212201,108604,289,1639109,465,574193,1043,171,2210,732.22,979.83,-8.637119,-3.4788606,3,16
212,560,122011221,48426,83767,0,497,729620,244,19,298,729.58,1546.7,4.9310684,-1.8149664,1,20
214,563,122011221,134517,68673,15,104,1219883,721,0,1572,737.84,1569.7,5.322536,-1.9922939999999998,1,20
215,564,122011221,89366,68591,16,83,1587870,1715,72,18920,734.91,1611.1,5.904074700000001,-2.4810505000000003,1,20
218,578,122011221,7351,66,0,67,281405,70,691,159,743.25,1415.2,-2.576306,5.82332,2,20
219,582,122011221,49593,53077,377,6238,1138120,1066,1749,267,745.83,1491.0,4.802982,-1.9053779,1,20
221,584,122011221,126030,62210,0,187,1099852,551,0,1366,749.64,1595.6,5.064051999999999,-1.6595638,1,20
222,585,122011221,67298,97618,0,92,1040964,457,144,19623,750.2,1642.9,5.6671143,-2.3921854,1,20
225,590,122011221,18474,211,0,87,224562,158,0,1666,743.03,1375.4,-2.5117537999999997,5.752467,-1,20
226,592,122011221,21888,43740,0,799,990096,1196,210,257,750.22,1528.0,3.7540449999999996,-1.5815685,1,20
227,593,2120212020,165998,13112,249227,315,711309,1258,491,1306,751.56,1001.4,3.6710727,2.3120356,3,15
228,597,122212201,103800,308,1046458,1345,367397,2409,253,64871,754.4,945.35,-8.385571,-2.4156651,3,16
231,608,202012000,28835,311,0,102,466591,6318,0,171327,765.09,1678.0,-3.088763,2.560811,1,8
232,610,122011221,27952,108888,101,191,926888,367,0,4768,763.17,1620.0,5.6822352,-2.435086,1,20
233,613,122011221,99009,589,0,212,377783,420,0,0,765.05,1505.4,1.4885888999999999,4.624123,1,20
234,615,2120212020,169105,1742,21142,1620,530077,17418,4648,3504,770.74,1047.8,3.0175462000000004,2.2248862000000003,1,15
235,622,122212201,34765,2624,1012688,3288,676061,25974,523,412099,774.73,910.08,-7.674968700000001,-2.5054457,1,16
236,624,122011221,62195,47084,28,55,1151661,192,0,2029,776.34,1560.4,4.758214499999999,-1.7847762999999999,1,20
239,629,122011221,32193,51815,0,89,671414,780,177,46,774.29,1533.2,3.2991066,-1.2890116000000003,1,20
240,637,2120212020,134651,344,14546,212,416491,917,6256,770,788.36,1078.7,2.663152,4.146978,3,15
241,639,202012000,4,139,0,14,327713,19522,0,449163,788.85,1714.4,-3.7615805,0.42915523,0,8
242,643,122212201,72089,116,218,1191,152907,1420,0,14264,790.72,811.38,-1.4183538999999998,4.6497273,1,16
243,647,122212201,131988,78,277163,750,1789716,899,1414,2614,789.39,968.88,4.736566000000001,-1.6255462,1,16
244,648,2120212020,209076,35269,23586,731,508360,4408,0,908,800.18,1030.4,4.382539700000001,1.8535314999999999,1,15
245,650,122011221,30536,9858,0,1900,225413,1368,0,1300,790.58,1518.5,-1.2694702,6.64324,1,20
247,662,122011221,67496,59672,58,319,599059,349,332,4723,800.66,1131.3,3.4817894,-1.1723461000000002,1,20
248,669,122011221,37859,33146,0,284,1006217,262,154,246,804.74,1530.8,3.5857775000000003,-1.4274685,1,20
250,675,202012000,21040,3337,0,1765,485374,47090,0,259882,811.36,1691.4,-3.2051406000000005,1.2988402000000001,1,8
252,687,2000001000,226,23997,35,1307,362440,7584,0,844417,820.23,1736.6,-3.0554547000000003,-1.2030374,0,4
254,692,2120212020,177242,112764,11248,231,477842,439,0,254,823.61,993.15,5.1350517,-1.5899718999999999,1,15
255,694,2120212020,207449,174630,6890,139,512108,8009,0,435,826.53,1018.5,6.46235,-2.6900806,1,15
257,708,202012000,10579,759,0,122,430148,18511,0,81140,833.58,1671.2,-2.964213,3.2521136000000004,1,8
259,712,202012000,36265,1764,0,218,511492,959,0,492697,839.86,1710.1,-3.3566550000000004,0.34478164,1,8
260,722,122011221,130993,48733,1574,253,1046550,806,0,997,845.46,1103.3,4.730704,-1.1642226,1,20
262,746,202012000,18954,49,0,3,244116,2232,0,183210,857.81,1693.8,-3.9827864,2.9448352000000004,1,8
263,760,2010011221,81545,7,0,48,127334,1276,0,14231,866.94,23.78,-1.1603702,4.591851,1,2
265,774,202012000,20241,1228,0,38,489148,18627,0,260536,874.89,1736.0,-3.4761559999999996,1.3116953000000002,1,8
266,784,202012000,16976,2722,0,246,287509,276,0,132673,879.01,1691.3,-3.9488324999999995,3.389707,1,8
269,806,2000001000,1964,58243,0,75,428351,51871,0,959319,891.4,1873.5,-2.8168537999999996,-1.3893799999999998,1,4
271,817,22211201,57437,49251,0,0,722591,36,0,817,896.52,1679.3,3.4447494,-1.2860261999999998,1,17
275,856,2001212001,108389,27171,46798,905,375706,10643,0,924,917.91,821.03,3.3011741999999997,2.6996963,1,12
280,872,2001212001,54574,195,595248,693,323333,5393,99,956,925.97,849.48,-8.103391,-1.8834095000000002,3,12
281,873,2120212020,165925,858,9171,324,319125,5356,0,451,919.6,986.46,4.1744184,3.8176107000000004,1,15
288,909,122011221,226706,13150,807,99,1718098,23270,475,292,950.59,1063.5,4.979122599999999,-0.7988784000000001,1,20
289,914,22211201,34180,98161,144,94,1201818,111,0,62,941.19,1693.8,5.818057,-2.482727,1,17
293,926,22211201,69977,87730,0,13,1623407,764,11,352,952.76,1674.2,6.259093,-2.692142,1,17
296,941,22211201,101724,39750,0,1194,890805,373,0,26001,957.62,1759.2,3.7101684,-1.1118693000000002,1,17
297,949,22211201,37453,181459,0,106,1823674,301,26,54,963.53,1730.2,6.9431715,-2.9797761,1,17
298,952,2110111111,23771,10,0,1,309957,6555,0,213761,966.07,1956.2,-3.5572898,2.6541905,1,13
300,954,22211201,36179,70475,0,110,950292,4386,0,196,964.42,1701.7,4.7717714,-1.9855591000000001,1,17
303,959,122212201,45781,113,8860,130,208026,7112,13,47111,971.05,608.99,-1.7619917,4.2160215,0,16
304,960,22211201,54801,110945,0,11,1335724,160,0,19,972.65,1609.0,6.310395,-2.707656,1,17
305,964,2001212001,288961,32260,4175,446,425801,12155,0,58010,976.16,758.67,5.235978599999999,1.2245712,1,12
306,965,2001212001,148237,13827,106943,196,380066,1757,13,1418,972.64,851.11,3.228789,3.4649758000000004,1,12
308,981,22211201,72370,131625,0,63,1394428,1075,0,199,982.38,1684.2,6.5391645,-2.7519430000000003,1,17
309,983,22211201,33595,30427,0,32,393937,91,0,25,978.8,1741.8,1.47356,7.3063649999999996,1,17
310,984,22211201,49877,48655,6870,84,1335645,153,0,34026,984.91,1767.5,4.864889,-2.0148928,1,17
313,991,22211201,107518,130489,0,102,1630937,174,312,1978,992.76,1717.5,6.716226600000001,-2.8230956000000003,1,17
314,992,2110111111,4749,1893,0,63,567614,511,0,2004658,998.82,1921.3,-2.9137654,-1.3785007,1,13
317,997,22211201,133661,91848,74,752,1547852,1081,3,277,996.72,1557.2,6.24247,-2.6457381,1,17
318,1004,2001212001,56071,3266,318792,169,218122,163,0,163,994.01,879.58,-2.41414,5.4139504,1,12
321,1011,2001212001,353624,147865,644,431,471591,2014,0,4259,1000.6,804.23,5.202546599999999,-0.31716827,1,12
323,1015,22211201,27418,62986,0,28,1055091,303,0,970,1000.4,1746.1,4.770395300000001,-1.9540522,1,17
324,1016,22211201,32978,39969,0,120,1057398,208,0,43,998.41,1655.0,3.7764459,-1.564753,1,17
327,1022,22211201,140775,154401,9,75,1494398,116,0,280,1006.5,1689.4,6.730824,-2.817894,1,17
329,1028,2001212001,37806,15,249015,273,203018,50,0,240,1008.8,855.4,-2.6068375,5.4071712,1,12
330,1029,22211201,112712,72866,0,346,2151886,356,85,405,1018.3,1600.9,6.522375599999999,-2.7494476000000003,1,17
333,1039,2001212001,263420,267401,989,540,513087,527,48,64838,1019.9,721.19,6.861884599999999,-2.9078677,1,12
335,1050,22211201,56633,101724,1,264,1402210,299,21,109,1021.0,1640.1,6.2001667000000005,-2.6809323,1,17
336,1052,2001212001,275099,21976,1117,385,384517,8784,0,136,1023.7,787.46,5.4852777,1.5422848,1,12
337,1055,22211201,95896,103475,97,74,1602001,34,0,11448,1026.8,1673.3,6.4217525,-2.7519355,1,17
341,1067,2001212001,497178,128689,1769,354,617368,1860,0,707,1028.2,819.75,5.1805863,0.07683423,1,12
346,1082,2111111111,712,13,0,0,96175,179,0,173038,1041.0,37.338,-4.4448669999999995,2.6632245,1,5
349,1087,120001000,259949,871,305457,333,404661,16787,68,62,1042.0,855.48,5.641852,2.0381105,1,7
352,1091,22211201,42430,56545,0,0,489414,160,0,121,1040.5,1636.9,3.0592759999999997,-1.0620147,1,17
353,1097,2001212001,141072,626,93,847,477636,5092,0,1116,1052.4,731.91,3.0009217,3.6319845,1,12
354,1102,22211201,4953,13229,175,197,299943,108,0,86,1052.4,1534.7,-1.0007944,7.3151779999999995,1,17
355,1103,22211201,45329,56472,0,25,568377,46,26,4,1047.8,1598.8,3.2179542000000003,-1.2230871,1,17
356,1104,22211201,53447,93421,0,74,1254152,258,0,406,1055.7,1624.7,5.8095837,-2.4748151000000003,1,17
367,1123,120001000,160830,847,255252,176,249624,4179,0,689,1057.9,863.32,1.3452556,3.4768093,1,7
368,1124,22211201,67123,64990,0,0,702229,78,3,0,1063.0,1606.9,3.6187315000000004,-1.2657061,1,17
371,1131,2001212001,174220,9817,6,111,1282731,4428,0,48,1068.7,757.58,4.5944400000000005,-0.45158523,-1,12
373,1135,22211201,113393,174178,38,136,1812331,758,64,207,1074.9,1563.3,6.905939,-2.939948,1,17
375,1142,22211201,44543,64280,0,248,1458220,214,0,12,1074.8,1587.9,5.669752,-2.4007647,1,17
378,1147,22211201,11474,20666,0,110,454065,460,0,6476,1073.4,1645.4,1.1494385,7.344345,1,17
379,1151,2001212001,258461,15186,404,55,503384,690,121,223,1077.2,787.82,5.335121,1.6815136999999998,1,12
382,1157,22211201,37607,18854,107,343,487891,546,0,240,1079.9,1540.9,1.361541,7.1922417,1,17
384,1167,2212211101,79795,3469,2830,61,354814,68,0,152779,1089.7,1819.9,-2.3237900000000002,3.1570315,1,18
385,1169,22211201,10304,42539,0,317,599895,412,0,141,1081.2,1606.5,2.9570992,-0.92714685,1,17
387,1183,2001212001,223176,94766,217,236,297948,411,89,727,1096.8,742.45,4.7778983,-0.30827716,1,12
389,1192,22211201,68585,65776,0,210,1355051,600,17,57,1103.0,1531.5,5.5485234000000005,-2.3197348,1,17
390,1195,2001212001,202092,15668,468,26,265884,823,0,4,1097.7,762.36,5.1254277,3.095286,1,12
391,1198,120001000,126128,68,275,0,208390,1765,0,90,1095.3,843.95,1.0558231000000002,3.5991912000000004,1,7
392,1199,22211201,63080,54721,0,28,375706,31,0,7506,1093.4,1616.6,2.8036717999999996,-0.71248657,-1,17
393,1200,2212211101,111261,4434,1135,9,363035,435,71,95,1103.3,1850.9,1.911303,4.546358000000001,1,18
395,1205,2001212001,345354,12931,749,78,762340,619,143,35,1102.3,792.07,5.3032913,0.9581274,1,12
396,1206,22211201,177329,21417,90,204,1045812,1831,0,170,1102.0,1586.0,4.6026196,-0.42217416,1,17
398,1212,22211201,65067,75738,17,386,1237299,644,0,188,1109.9,1557.0,5.5478797,-2.344315,1,17
400,1216,120001000,145623,9772,22119,504,381027,290,51,198,1108.0,875.56,3.1799827,3.85682,1,7
405,1228,22211201,37021,36608,61,120,807656,57,0,23323,1111.5,1611.3,3.0872583,-1.0831182,1,17
408,1231,120001000,235311,284,81,480,466265,500,0,566,1114.7,821.01,5.424004,2.6667082000000004,1,7
411,1239,22211201,17519,2821,0,70,231344,185,0,15,1119.8,1514.5,-2.495176,5.743022,1,17
417,1256,22211201,68866,107079,0,143,806197,391,0,217,1129.8,1595.9,5.547537999999999,-2.3346972000000004,1,17
418,1257,1101111121,28263,11446,0,105,732464,879,0,23070,1130.3,1763.2,1.9608991000000002,7.595796000000001,1,10
424,1272,22211201,2068,957,0,64,200928,160,0,69,1137.4,1502.5,-2.8179642999999994,5.5329614000000005,1,17
429,1285,120001000,197793,1267,456,176,577321,6341,0,162,1141.0,897.36,3.8951848,2.9691243,1,7
431,1289,22211201,17990,67,0,0,213325,4,0,14,1139.8,1523.1,-2.5834625,5.5968285,1,17
434,1296,2001212001,181615,95,335,26,235681,66,0,29,1142.4,765.84,4.677935,3.9343681000000004,1,12
435,1305,22211201,35429,1929,0,205,345315,400,0,4,1153.4,1537.9,-1.2054591000000001,6.664207000000001,1,17
436,1306,1101111121,124131,0,0,170,443129,5168,0,1260,1154.6,1804.9,2.5120556,3.7873046,1,10
438,1310,2001212001,325245,31755,172,229,422714,17427,0,12384,1156.6,690.66,5.2892933,1.0618645,1,12
447,1339,1101111121,36280,238,6722,1230,262797,41,0,1702,1163.7,1917.5,-2.2249866000000003,5.51498,1,10
450,1347,2001212001,166484,26337,315,10,1135517,4780,42,84,1168.6,716.31,4.5994244,-0.51867193,1,12
451,1361,2212211101,77585,78,0,529,438719,259889,0,584,1178.4,1723.8,4.0869045,1.0364544,1,18
457,1384,22211201,125632,20159,0,1134,631379,521,0,336,1188.9,1435.1,3.7122097000000003,2.4058716,1,17
464,1403,1101111121,73510,694,0,132,513513,696,0,101,1193.5,1856.2,1.1119868,5.8792615,1,10
465,1406,2212211101,21206,89,134536,343,340587,214,0,10847,1195.1,1785.4,-1.479115,6.9347496,1,18
469,1420,2212211101,280842,9435,112,205,1049974,6620,0,1309,1199.4,1655.3,4.951286,0.44401264,1,18
