cell_id	Barcode	ChAT	fru	Gad1	SerT	sNPF	tbh	Ple	VGlut	x	y	umap_1	umap_2	clust_label
2496	1110001000	1005	23651	132	1174	1733227	1411	351	573890	1606.9	1045.9	4.1774063	-1.7738521	9
2498	1000	443640	1233	49	205	411735	3422	724	453	1611.5	419.6	5.498708	0.99387467	4
2500	2222211021	19991	13	110776	40	316138	3815	0	392896	1605.2	261.15	-4.2412577	0.7946978	0
2502	2212211101	114893	1390	232	1810	716790	25224	51	2182	1605.9	1660.0	3.0632448	2.1016262	4
2505	1111101000	45107	33	51	155	228844	22	0	76	1602.7	1336.7	-2.0921667	5.197694	1
2510	1000	29659	18	639	168	406784	208	81	84	1613.7	515.6	-1.1272112	6.8333173	10
2512	1110001000	247316	3081	23	497	368350	767	0	67720	1617.8	1239.1	5.5713334	2.846953	4
2517	1000	52315	0	99	144	83721	2742	22	246	1621.4	540.89	-1.7332463	4.6713843	1
2521	2222211021	11361	15467	211745	124	317484	228	0	697622	1620.4	308.79	-3.346041	-0.7670329	0
2522	1000	379084	3033	0	43	311352	86532	0	135228	1624.1	456.87	4.257855	1.2058308	4
2524	1111201000	56536	1181	0	94	967974	666	0	69	1623.6	1328.0	2.575297	-0.37025866	13
2527	1111001000	283526	4660	0	359	877291	618	0	44021	1636.9	1359.2	5.1150165	1.1824998	4
2528	2110111111	123297	130	20	200	520807	264	0	169	1625.6	1698.3	2.720434	4.272597	4
2529	2222211021	1184	5251	894811	30	281959	4066	0	21338	1625.2	242.02	-8.193116	-2.5166762	8
2530	2222211021	11275	4301	200791	72	326378	110	7164	494081	1626.2	382.55	-4.335057	0.35900423	0
2531	2110111111	483921	4282	340	807	647687	31545	107	197661	1632.5	1505.6	4.7225866	1.043937	4
2532	2110111111	139510	1714	506	561	656965	14288	14739	104165	1626.9	1750.7	3.0906405	2.5768878	4
2533	1111101000	135623	128	140	557	3304379	547	220	2768	1633.2	1301.0	6.6218963	-2.7800474	9
2536	2212211100	21674	43	46	647	395137	66	0	188473	1630.8	1268.8	-3.7379606	3.0579598	2
2537	1112211000	95040	6748	0	736	432473	214	0	3788	1630.7	1434.9	1.9887447	5.396248	5
2538	1110111000	37847	42	258	237	170903	374	0	43	1627.0	1468.5	-2.2708972	5.0713687	1
2542	2222211021	33875	0	35850	105	305446	404	0	558295	1637.5	278.18	-3.868339	-0.08653561	0
2543	2222211021	40074	257	34147	0	302287	7432	0	325447	1635.1	336.2	-3.7001467	1.2811056	0
2544	1111001000	217590	329	219	598	463884	389	36	376	1637.7	1214.7	5.2215853	2.9724722	4
2545	1111111111	79680	7236	2475	478	1013436	2093	1062	442187	1640.7	1802.5	-2.5244172	1.1658194	6
2546	2110111111	158736	469	2850	742	619103	984	747982	681	1639.6	1721.9	-0.18317391	6.526848	11
2551	2110011000	354033	1672	267005	556	416601	4414	0	237	1645.9	1565.5	5.8132834	1.3978379	4
2552	1111111100	14793	95473	1241843	377	534773	206483	0	11855	1642.0	1880.0	4.0865774	1.075914	4
2554	2111111111	122230	4	98305	477	541808	14891	0	759	1643.3	1671.6	2.518398	2.9994974	4
2558	1111001011	24247	1646	0	143	303670	3625	0	288370	1647.7	2013.7	-3.95405	1.3840305	0
2560	2222211021	50	789	699669	20	299753	1929	0	235758	1646.3	313.26	-7.6647015	-2.2497702	8
2561	2222211021	22079	61	647906	11	275545	2521	0	43617	1648.0	222.09	-8.0080185	-1.8388983	8
2564	1110001000	293711	855	516	416	823367	444	62	25095	1656.3	1256.4	5.2320337	1.2495329	4
2565	2222211021	55885	2954	876	158	277490	7788	18131	384429	1655.9	402.02	-3.609784	0.9930449	0
2570	2222211021	89061	418	39	158	318060	4366	0	688319	1663.4	461.56	-3.4318564	-0.3064854	0
2571	2110101110	212035	2690	114	350	474865	500	825223	3850	1658.6	1748.8	-0.16719078	6.523146	11
2572	1111111000	15913	9936	0	134431	217321	4751	0	25858	1655.4	1960.7	-1.406288	5.946235	10
2575	222011221	11292	28442	8952	24	588962	56238	0	1170530	1669.3	329.3	-2.7940867	-1.425156	0
2577	1111101000	19152	16	0	99	248386	154	0	3270	1663.7	1297.7	-2.5092425	5.695265	1
2580	1111001000	210726	59	501	622	462195	273	151	236	1669.5	1228.6	5.20481	2.975362	4
2583	2222211021	47839	1027	81327	76	229599	8	0	208199	1667.8	224.81	-3.982525	2.9692304	2
2585	1111111111	17496	3160	0	14	906086	21	0	126821	1672.3	1793.5	1.8586848	7.682167	12
2586	1110111101	150824	31	74	70946	530217	120	0	91232	1678.9	1989.3	2.798417	3.7973623	4
2588	2110001000	241271	1032	632488	7732	357569	975	0	80	1674.1	1666.2	2.5087276	3.083234	4
2590	2222211021	125389	1559	1373	140	349194	141	207	239791	1680.4	409.94	-2.44459	2.8339171	2
2591	2222211021	46124	0	283148	0	292350	541	0	246071	1682.0	240.64	-3.7787523	3.0447562	2
2595	1110001000	205708	25	22	405	481496	294	0	623	1683.2	1283.4	5.134438	3.045519	4
2597	1111101000	43193	40	0	206	1455915	439	0	12386	1685.6	1347.4	3.6268024	-1.3849648	13
2598	1111201000	55061	7136	1015784	544	1121556	736	0	2947	1685.9	1843.5	-8.44446	-3.0347815	8
2599	1111121202	42011	811	1717089	845	563975	3140	0	8615	1686.8	1888.3	-8.756602	-3.688826	8
2601	2022211021	74261	0	257746	0	227246	4836	0	163555	1687.8	268.98	-2.6814804	3.6210263	3
2608	2110111111	180094	83	5360	203	266935	243078	0	173	1693.2	1627.2	4.110626	1.0167845	4
2609	1111111111	71026	0	0	100	345321	69	0	226	1697.2	1372.0	-0.23972663	5.198854	7
2610	2110311100	90112	1512	159639	614	197054	470	553	130856	1691.9	1679.8	-1.7708691	4.23385	3
2611	2110111111	321	109	241105	338	274672	107	29037	41505	1695.2	1742.4	-2.7952156	5.5024858	1
2615	2222211021	1231	240	14965	21	218405	1930	0	373950	1703.3	338.28	-4.3049874	0.79957443	0
2617	1111001000	109977	30	0	110	371029	102	0	338	1703.9	1310.7	1.6568706	4.4439807	4
2620	2222211021	33224	268	528303	168	253105	92	0	79296	1705.8	253.48	-7.9322233	-1.7494738	8
2623	2222211021	28388	3948	186231	80	181984	2656	3	379912	1707.6	424.57	-4.393076	0.9449685	0
2624	111101100	39580	86	327104	13975	1952044	3229	165253	1209	1710.0	1854.5	4.640249	-1.92717	9
2625	2222201000	68966	781	0	40	451400	123	0	786431	1711.9	284.83	-3.2647245	-0.7872713	0
2628	2222211021	48049	116	75356	124	216529	8394	3197	453876	1709.9	313.71	-3.8109272	0.80121	0
2630	2222211021	42951	3	617614	44	214102	149	0	168080	1709.9	396.23	-7.921751	-1.8260065	8
2631	1111111222	60857	987	0	877	416015	367	0	576040	1710.8	1767.8	-3.422998	-0.061993554	0
2632	1111111000	2060	48	178176	6734	310095	809	0	105108	1713.7	1979.3	-3.8698528	3.5037117	2
2633	2222211021	57195	82	411383	192	285170	5815	11	173731	1710.5	229.53	-3.102611	3.4155374	2
2634	2110111110	84406	6445	1942071	594	631200	909	0	333	1717.9	1520.2	-8.694569	-3.7360854	8
2635	1111101000	101058	1749	0	516	629549	567	0	198	1722.6	1288.7	2.1572351	5.773363	-1
2636	2111111111	379858	927	361696	4765	620909	3233	185	894398	1718.5	1680.9	-2.7351158	1.0122745	6
2641	2110111111	127744	90	139278	1230	217720	252	0	2419	1722.0	1706.6	1.0118234	3.8060138	4
2645	2110101111	614322	1	58282	714	224416	89725	22	198	1724.7	1643.8	4.454337	1.0629239	4
2646	2222211021	2236	68	2746915	195	380001	6400	49	199426	1733.0	329.6	-8.892491	-4.633705	8
2651	1111001000	3926	175	1227	2238	424610	923	256616	464034	1732.7	1823.8	-4.0847983	0.38001725	0
2659	2222211021	0	7270	1272528	139	273732	331	144	65264	1735.0	397.84	-8.260821	-2.8619394	8
2660	2222211021	32728	0	235542	39	466863	185	0	752033	1743.2	301.17	-3.330658	-0.8317785	0
2662	1111111010	6715	44580	3700	1128	454817	7597	5103989	2143	1743.6	1857.1	-0.17508665	6.499131	11
2664	2222211021	322552	10203	116252	83	514652	4319	0	153365	1741.3	209.61	5.3703127	1.6086736	4
2666	1000001000	147924	3803	1883464	21703	611257	2008	0	52475	1757.0	1666.6	-8.651098	-3.533222	8
2668	1111111111	97596	13988	0	219	327391	2822	0	55625	1755.2	1983.7	1.9140176	5.362076	5
2671	1111111111	165499	205424	0	17	427161	18705	0	10989	1754.2	2034.2	6.6065884	-2.753341	9
2673	2110111111	345790	1404	51	849	509495	7115	0	5312	1757.2	1598.4	5.7031107	1.2289511	4
2674	2222211021	158	215	1076477	254	363573	5705	0	174031	1755.7	366.3	-7.8400497	-2.5914247	8
2676	2222211021	563	387	935380	313	189845	617	0	7030	1758.2	432.05	-8.283234	-2.4164922	8
2677	1111111000	21257	115	25870	504	168323	542	0	422	1759.2	1932.8	-2.6201675	5.322502	1
2682	2222211021	285	6568	1546303	1	351128	99	0	14688	1762.6	328.35	-8.775898	-3.640626	8
2683	1111011100	219	234	2617	2785008	372664	1983	356343	41524	1765.3	1742.0	-1.1492288	1.9328963	17
2685	2000001000	683942	104829	383495	4541	1051653	18870	95	7745	1769.1	215.83	5.151358	0.24255887	14
2687	1111011000	20639	69884	0	436	265539	17714	0	4041	1769.3	1953.7	2.8728428	-0.5537916	13
2690	1111111000	211561	220	759805	2109	473630	12288	0	33364	1777.4	1636.2	2.4604235	2.9847984	-1
2692	1111111101	104762	83	35	253	311790	1137	0	141	1777.8	1458.7	1.4135956	4.2037344	4
2695	1111111111	23006	11678	3479	16414	749503	2964	18242	237095	1778.7	1821.6	-2.369592	1.8141949	2
2697	1111111111	25833	1732	0	244	472986	742	0	612491	1786.6	1997.5	-3.3813474	-0.48600218	0
2698	2222211021	142	208	1699310	132	267641	706	13	5621	1782.3	416.25	-8.905014	-3.7995033	8
2700	2222011001	64562	10722	0	112	616785	467	0	135279	1781.1	2030.2	1.1963328	7.532301	12
2703	2222211021	6297	311	1898702	14	354428	90	343	16823	1788.0	383.9	-8.918699	-3.9238853	8
2705	2220211021	37133	0	71670	25	243167	191	0	333498	1787.4	315.16	-4.363991	1.2837913	0
2706	2222211021	845	1825	609456	349	185884	11465	0	31820	1793.2	338.67	-8.030962	-1.8644494	8
2708	2222211021	0	0	647828	0	159403	298	0	200782	1794.0	439.91	-7.760933	-2.1323724	8
2709	1111111111	172046	1245	17	219	510467	6970	0	196	1792.4	1405.8	3.6351032	3.100151	4
2711	1111111101	1037	2452	32330	634465	720338	895	228242	480089	1794.7	1764.6	-1.509282	1.8439543	17
2716	1111111111	250538	198	0	72	331408	485	0	5	1802.4	1507.6	5.7637177	2.8788006	4
2720	1101111111	133731	18659	42	339	469725	8262	0	23555	1816.7	1945.1	3.408297	2.677552	4
2724	2222211021	10323	9	33702	15	128278	25	0	206914	1815.5	357.35	-4.4453177	2.5982618	2
2725	2222211021	55770	61	1582612	86	364357	12749	31	524335	1814.5	408.37	-7.6737647	-2.5701315	8
2727	1111111111	220693	2344	1672388	264548	655930	1350	9	202969	1820.3	1642.2	-8.557989	-3.2199738	8
2729	1111011000	15202	9554	1511549	2079	419673	2369	0	704411	1813.6	1613.6	-7.640698	-2.455702	8
2730	1111111111	7857	229	509	953694	536182	893	8270	177911	1810.6	1784.4	-1.2644482	1.8837018	17
2731	2222011001	79790	95117	0	138	590991	318	0	2217	1816.4	2022.4	4.934008	-1.774807	9
2733	2222211021	38011	5527	32312	55	231517	8812	0	203022	1816.0	382.4	-3.477146	2.7279835	2
2735	1111111111	7475	220	13726	1706149	320164	740	0	996	1820.8	1673.6	-1.2251488	1.9242828	17
2737	1111101000	189865	129	0	209	453102	7675	0	374	1823.5	1406.8	4.1947837	3.25707	4
2739	2222011001	90645	62932	0	92	606244	55	0	781	1823.9	2000.7	3.6731086	-1.1254697	13
2742	1111111011	222660	1185	153	731	498779	5152	0	740	1832.5	1563.7	5.3820586	2.733638	4
2744	1111111100	10877	1909	0	1343446	346390	356	0	50299	1825.5	1765.1	-1.2097526	1.9147037	17
2756	1121011201	203875	265	21	423895	275529	1197	0	4111	1843.7	1743.9	2.9537723	3.6328902	4
2758	2000001021	45249	21448	534	698	516094	634	0	39592	1852.6	1604.8	1.4758822	7.4070463	12
2763	1000001000	54138	136	1948295	43	410471	1453	0	37467	1855.6	359.64	-8.895958	-3.8333497	8
2765	1121011201	87972	891	0	20597	134999	14500	0	128	1853.7	1769.6	1.2274443	3.5099485	4
2771	1111111000	167652	305	136	668	260016	456	0	406	1865.6	1414.5	4.554128	3.9395742	4
2775	2000001000	59508	130	39940	56	222404	401	0	37966	1880.3	338.62	-1.9812329	5.1191916	1
2777	1111111101	170898	128	0	524	412987	352	0	118	1877.9	1524.0	4.0266886	3.7377024	4
2781	1121011201	65098	73	0	129	361279	66	1883	62692	1877.2	1640.6	-0.9381851	5.9414	3
2782	1111111100	100649	0	17752	130	108257	43	0	298	1881.6	1916.5	0.26378384	4.0348825	4
2784	2222211021	22559	0	2719	4	228078	90	0	100601	1884.0	363.74	-3.9793453	3.5650752	2
2786	1121111201	454402	6641	99	600	772196	827	0	98686	1897.0	1402.1	5.322104	0.85096264	4
2787	1111111000	298757	3652	38	347	495965	1905	0	287	1892.3	1586.5	5.789441	1.5833572	4
2793	1121011201	85054	2656	0	983	1388563	504	102	717	1899.9	1646.7	3.7094374	-1.121037	13
2795	220113201	35	137	3002470	13	234178	110	33366	4	1912.2	320.02	-8.910608	-4.6857514	8
2797	1111111111	346487	37959	12	1303	1081430	13244	0	140	1924.5	1607.2	5.0044146	0.14770506	14
2798	2222211021	7539	5392	926416	76	267357	312	0	374390	1934.8	429.8	-7.650777	-2.3539069	8
2799	1110111100	18080	299	261	406	388831	513	167	29985	1932.6	1412.1	-1.2947924	7.0723395	10
2800	1121011201	151136	10619	1072	301	482908	1274	230	218	1938.9	1626.8	3.422589	3.228056	4
2801	120012001	8160	149	382	279	106535	471	4	248848	1932.2	1862.2	-4.603094	1.9882227	0
2803	1121011201	138247	11230	3	177	364664	4252	0	40600	1950.4	1312.8	2.829503	3.7264922	4
2804	1110001000	17072	63	0	424	362245	5616	0	80266	1953.8	1246.2	-3.7981114	3.5300097	2
2805	2222211021	206425	5074	1236880	97	379582	53	0	17769	1953.8	510.39	-8.511619	-2.9290304	8
2806	120012001	18132	234	0	814	127993	465	0	223589	1948.8	1864.3	-4.447821	2.575926	2
2807	2222211021	4222	2672	1269169	168	384051	211	0	188588	1963.6	473.79	-7.913702	-2.7077162	8
2808	122111201	237216	890	131	473	366376	6614	0	153	1959.5	1583.2	5.740727	2.6758058	4
2811	2222211021	2737	46	284327	106	167602	186	14866	387558	1962.8	428.58	-4.5809255	0.7096495	0
2814	2112101101	99234	131	0	74	752271	54	0	107	1967.5	1462.9	2.1974192	5.97302	-1
2816	2222211021	0	2063	1805061	120	290129	539	7	106071	1977.7	447.73	-8.898932	-3.8631408	8
2819	1111111100	92829	713	21	76	157414	443	0	0	1972.6	1677.7	0.17744735	4.0881257	4
2820	1011111100	156499	19888	5	201	118330	190	0	2448	1973.7	1654.3	3.6345358	4.00457	4
2821	1111111000	21357	2768	1918	127	201798	40935	0	363851	1981.5	1320.2	-3.2009807	1.3007925	0
2823	2120111201	159919	151	151500	123	125747	269	0	8818	1987.7	518.95	1.1050835	3.456574	4
2824	1101011000	140660	135	27	256	163177	222	0	308	1978.1	1695.2	1.076369	3.4408758	4
2827	1111111000	23851	443	58	159	180405	54	3	497560	1987.0	1293.3	-4.065726	0.04295809	0
2836	1111111111	172001	4014	0	362	180426	5252	0	218	1999.6	1703.3	4.594026	3.9466624	4
2837	1111111111	155707	81	0	368	352304	1807	0	53	2001.8	1653.0	3.813792	3.9068396	4
2838	1111111000	100284	2225	151	289	549324	994	195	604824	1999.3	1362.7	-3.0628417	0.38316196	0
2841	2222211021	0	6133	80064	111	258133	221	0	688711	2005.2	468.7	-3.428707	-0.7179813	0
2849	1100111120	78812	6908	0	94	204082	23059	0	270468	2016.6	1285.5	-3.0805202	1.4453145	0
2850	1111111100	11813	6535	0	179	643367	4226	8	613569	2017.0	1399.2	-3.2219253	-0.6209562	0
2852	1111111000	27263	59	0	152	285108	19825	0	289053	2020.4	1332.3	-3.3499384	1.293027	0
2855	1111111100	25742	11	0	60	419433	7024	0	394962	2021.5	1443.1	-3.747984	0.8028052	0
2858	1111011100	7834	161	0	413	512630	8818	85	258961	2023.3	1360.9	-3.6552737	1.3319595	0
2860	1121011201	132398	54	178	313	190121	327	0	49386	2028.7	1161.3	1.129883	3.6517472	4
2863	1111111030	86779	0	0	13	131685	50713	0	113091	2031.4	1491.5	-3.0059297	1.3441061	0
2864	1010111021	123089	127	772	22	165086	9567	46	128	2028.6	1630.4	1.0496079	3.329451	4
2869	1111111110	13	2757	8	128	150723	654	0	458352	2038.2	1301.9	-4.1381884	0.15426467	0
2870	1111111000	23799	9	0	6	81201	0	0	93710	2037.1	1468.3	-3.3392508	4.7660575	1
2873	1111111100	59	5172	0	143	182862	469	0	495745	2038.0	1408.9	-4.0876694	0.061973304	0
2874	1111111100	25372	2957	147	88	173482	2338	103	183543	2039.9	1258.0	-4.087223	2.9687998	2
2875	1111111110	1174	112	135	72	115628	58183	116	177360	2040.9	1354.0	-3.136122	1.376401	0
2876	1111111110	6722	3	577	13	93768	683	0	221877	2040.7	1443.8	-4.510333	2.447858	2
2878	1111111100	32	0	0	76	40807	5	0	106129	2046.5	1276.6	-3.4459233	4.6409316	1
2879	1001001000	244	5	0	0	8613	5365	0	50709	2046.1	1331.4	-3.298504	4.8059435	1
2880	1111111100	28104	14595	367	3070	265907	5604	28	366282	2045.8	1638.4	-3.6549666	0.97391117	0
